Task ID,App,Type,Issue #,Input Combo,Issue Description,WCAG,Severity,Manually Observed
AM1,Amazon,Core,4,Events,"Multiple filter chips announce """"Double-tap to activate"""" with no accessible name",4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,5,Events,All Filters button emits <no_feedback>,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,6,Events,TalkBack focus cycling between All Filters and close button — possible focus trap,2.1.2 No Keyboard Trap (A),High,Y
AM1,Amazon,Core,7,Events,Zero-height close button receives TalkBack focus,2.4.3 Focus Order (A),Medium,N
AM1,Amazon,Core,8,Events,Search suggestion row announces full label text twice,4.1.2 Name Role Value (A),Low,N
AM1,Amazon,Core,9,Trees,Close button in full filter panel uses URL query string as contentDescription,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,Y
AM1,Amazon,Core,10,Trees,All interactive elements in full filter panel have isImportantForAccessibility:false inconsistent with TalkBack reachability,4.1.2 Name Role Value (A); 1.3.1 Info and Relationships (A),Medium,N
AM1,Amazon,Core,11,Trees,Filter chips in horizontal strip have no explicit contentDescription — rely solely on text field,4.1.2 Name Role Value (A),Low,N
AM1,Amazon,Core,1,Events + User Actions,Back button announces <no_feedback> on product page,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,2,Events + User Actions,Back button announces full product page content instead of its own label,4.1.2 Name Role Value (A); 2.4.4 Link Purpose (A),High,N
AM1,Amazon,Core,3,Events + User Actions,"Search box announces only """"Double-tap to activate"""" with no accessible name",4.1.2 Name Role Value (A),Medium,Y
AM1,Amazon,Core,4,Events + User Actions,"Multiple filter chips announce """"Double-tap to activate"""" with no accessible name",4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,5,Events + User Actions,All Filters button emits <no_feedback>,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,6,Events + User Actions,TalkBack focus cycling between All Filters and close button — confirmed focus trap,2.1.2 No Keyboard Trap (A),High,Y
AM1,Amazon,Core,7,Events + User Actions,Zero-height close button receives TalkBack focus,2.4.3 Focus Order (A),Medium,N
AM1,Amazon,Core,8,Events + User Actions,Search suggestion row announces full label text twice,4.1.2 Name Role Value (A),Low,N
AM1,Amazon,Core,1,Events + User Actions + Trees,Back button announces <no_feedback> on product page,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,2,Events + User Actions + Trees,Back button announces full product page content instead of its own label,4.1.2 Name Role Value (A); 2.4.4 Link Purpose (A),High,N
AM1,Amazon,Core,3,Events + User Actions + Trees,"Search box announces only """"Double-tap to activate"""" with no accessible name",4.1.2 Name Role Value (A),Medium,Y
AM1,Amazon,Core,4,Events + User Actions + Trees,"Multiple filter chips announce """"Double-tap to activate"""" with no accessible name",4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,5,Events + User Actions + Trees,All Filters button emits <no_feedback>,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM1,Amazon,Core,6,Events + User Actions + Trees,TalkBack focus cycling between All Filters and close button — confirmed focus trap,2.1.2 No Keyboard Trap (A),High,Y
AM1,Amazon,Core,7,Events + User Actions + Trees,Zero-height close button receives TalkBack focus,2.4.3 Focus Order (A),Medium,N
AM1,Amazon,Core,8,Events + User Actions + Trees,Search suggestion row announces full label text twice,4.1.2 Name Role Value (A),Low,N
AM1,Amazon,Core,9,Events + User Actions + Trees,Close button in full filter panel uses URL query string as contentDescription,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,Y
AM1,Amazon,Core,10,Events + User Actions + Trees,All interactive elements in full filter panel have isImportantForAccessibility:false inconsistent with TalkBack reachability,4.1.2 Name Role Value (A); 1.3.1 Info and Relationships (A),Medium,N
AM1,Amazon,Core,11,Events + User Actions + Trees,Filter chips in horizontal strip have no explicit contentDescription — rely solely on text field,4.1.2 Name Role Value (A),Low,N
AM2,Amazon,Stressful,1,Events,"Filter chips announce ""Double-tap to activate"" as sole accessible name — no descriptive label",4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,2,Events,Filter chip announces <no_feedback> — completely empty accessible name,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,3,Events,Two distinct filter categories merged into single focusable element with duplicate position indices,1.3.1 Info and Relationships (A),High,Y
AM2,Amazon,Stressful,4,Events,Close button in All Filters modal has zero touch target height,2.5.8 Minimum Target Size (AA),Medium,N
AM2,Amazon,Stressful,5,Events,Raw URL announced as accessible name for browser tab element,4.1.2 Name Role Value (A),Medium,N
AM2,Amazon,Stressful,1,Trees,Bottom navigation tabs (ActionBar$Tab) have no accessible name on interactive parent element,4.1.2 Name Role Value (A),Medium,N
AM2,Amazon,Stressful,2,Trees,View Sponsored information or leave ad feedback button below minimum touch target height (142×40px ≈ 14dp height),2.5.8 Minimum Target Size (AA),Medium,N
AM2,Amazon,Stressful,3,Trees,Large unlabeled clickable view in search results area (1084×1667px no contentDescription),4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,4,Trees,Product listing link elements have near-zero touch target height (18px) in search results,2.5.8 Minimum Target Size (AA),Low,N
AM2,Amazon,Stressful,1,Events + User Actions,"Filter chips announce ""Double-tap to activate"" as sole accessible name — no descriptive label",4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,2,Events + User Actions,Filter chip announces <no_feedback> — empty accessible name,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,3,Events + User Actions,Two distinct filter categories merged into single focusable element,1.3.1 Info and Relationships (A),High,Y
AM2,Amazon,Stressful,4,Events + User Actions,Close button in All Filters modal has zero touch target height,2.5.8 Minimum Target Size (AA),Medium,N
AM2,Amazon,Stressful,5,Events + User Actions,Raw URL announced as accessible name for browser tab,4.1.2 Name Role Value (A),Medium,N
AM2,Amazon,Stressful,6,Events + User Actions,4 Stars & Up filter chip loses accessible name after filter is applied,4.1.3 Status Messages (AA); 4.1.2 Name Role Value (A),Medium,Y
AM2,Amazon,Stressful,7,Events + User Actions,No status message announced when filter is applied or filtered results load,4.1.3 Status Messages (AA),Medium,Y
AM2,Amazon,Stressful,1,Events + User Actions + Trees,"Filter chips announce ""Double-tap to activate"" as sole accessible name (confirmed in trees)",4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,2,Events + User Actions + Trees,Filter chip announces <no_feedback> — empty name confirmed in both events and trees,1.1.1 Non-text Content (A); 4.1.2 Name Role Value (A),High,N
AM2,Amazon,Stressful,3,Events + User Actions + Trees,Two distinct filter categories in single focus point — structural failure confirmed in tree,1.3.1 Info and Relationships (A),High,Y
AM2,Amazon,Stressful,4,Events + User Actions + Trees,Close button in All Filters modal has zero height — confirmed in tree,2.5.8 Minimum Target Size (AA),Medium,N
AM2,Amazon,Stressful,5,Events + User Actions + Trees,Raw URL as accessible name for browser tab — tree confirms missing contentDescription on tabs,4.1.2 Name Role Value (A),Medium,N
AM2,Amazon,Stressful,6,Events + User Actions + Trees,4 Stars & Up filter chip loses accessible name post-activation — confirmed by tree reorganization,4.1.3 Status Messages (AA); 4.1.2 Name Role Value (A),Medium,Y
AM2,Amazon,Stressful,7,Events + User Actions + Trees,No status message when filter applied — liveRegion=0 on results container confirmed in trees,4.1.3 Status Messages (AA),Medium,Y
AM2,Amazon,Stressful,8,Events + User Actions + Trees,Bottom navigation tabs missing accessible name on interactive parent — confirmed in events and trees,4.1.2 Name Role Value (A),Medium,N
MP1,Google Maps,Core,1,Events,"Action button announces ""Double-tap to activate"" without context during Space Needle details page load",4.1.2 Name Role Value (A),Medium,N
MP1,Google Maps,Core,2,Events,Search suggestion rows announced without semantic role — LinearLayout used as interactive item with no role token in TalkBack announcement,4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,2,Trees,Search suggestion rows use LinearLayout with no contentDescription — accessible name derived from child TextViews only,4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,3,Trees,"""Tickets"" action button implemented as CompoundButton with no accessible name and wrong role (toggle instead of button)",4.1.2 Name Role Value (A),Medium,N
MP1,Google Maps,Core,4,Trees,"""Clear"" search button has no contentDescription on the interactive Button element — relies on child ImageView for accessible name",4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,5,Trees,"""See nearby attractions"" button has no contentDescription on the Button element — name relies on child View text traversal",4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,1,Events + User Actions,"Action button announces ""Double-tap to activate"" without context during Space Needle details page load",4.1.2 Name Role Value (A),Medium,N
MP1,Google Maps,Core,2,Events + User Actions,Search suggestion rows announced without semantic role,4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,1,Events + User Actions + Trees,"Action button announces ""Double-tap to activate"" without context during Space Needle details page load",4.1.2 Name Role Value (A),Medium,N
MP1,Google Maps,Core,2,Events + User Actions + Trees,Search suggestion rows announced without semantic role — LinearLayout with no contentDescription used as interactive suggestion item,4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,3,Events + User Actions + Trees,"""Tickets"" action button implemented as CompoundButton with no accessible name and wrong role",4.1.2 Name Role Value (A),Medium,N
MP1,Google Maps,Core,4,Events + User Actions + Trees,"""Clear"" search button has no contentDescription on the interactive Button element",4.1.2 Name Role Value (A),Low,N
MP1,Google Maps,Core,5,Events + User Actions + Trees,"""See nearby attractions"" button has no contentDescription on the Button element",4.1.2 Name Role Value (A),Low,N
MP2,Google Maps,Stressful,1,Events,"Unlabeled search omnibox container announces ""Unlabelled"" to TalkBack",4.1.2 Name Role Value (A),Medium,N
MP2,Google Maps,Stressful,2,Events,TalkBack focus unexpectedly jumps to Android home screen launcher mid-task,2.4.3 Focus Order (A),High,Y
MP2,Google Maps,Stressful,3,Events,Transport mode tab selection triggers redundant fragmented announcements,4.1.3 Status Messages (AA),Low,N
MP2,Google Maps,Stressful,4,Events,"Unlabeled full-screen interactive View announces ""Unlabelled""",4.1.2 Name Role Value (A),Medium,N
MP2,Google Maps,Stressful,5,Trees,"""Steps"" navigation button has empty contentDescription — no accessible name",4.1.2 Name Role Value (A),High,N
MP2,Google Maps,Stressful,6,Trees,Alternate route map overlays have isImportantForAccessibility=false and are unreachable by TalkBack,2.1.1 Keyboard (A),High,N
MP2,Google Maps,Stressful,7,Events + User Actions + Trees,Transit route trip cards have empty contentDescription producing verbose duplicate announcements,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,1,Events,Search EditText has no accessible label,3.3.2 Labels or Instructions (A) / 4.1.2 Name Role Value (A),Medium,Y
YT1,YouTube,Core,2,Events,Sponsored content button on video page has empty label — role announced before content,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,3,Events,Focus jumps unexpectedly to ProgressBar during search results loading,2.4.3 Focus Order (A),Medium,N
YT1,YouTube,Core,4,Events,Pause video live region announces twice in rapid succession,4.1.3 Status Messages (AA),Low,N
YT1,YouTube,Core,5,Events,Autocomplete search suggestions use ViewGroup with no role — purpose unclear to TalkBack user,4.1.2 Name Role Value (A),Low,N
YT1,YouTube,Core,1,Trees,Filter chip containers (Music Mixes AI Algorithms Podcasts) have empty contentDescription,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,2,Trees,Active 'All' filter chip does not communicate selected state,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,3,Trees,Bottom navigation Home tab selected state not communicated to TalkBack,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,4,Trees,Two identical More options buttons in video player controls,2.4.4 Link Purpose In Context (A),Medium,N
YT1,YouTube,Core,5,Trees,Learn more ad button announces as Button but has no CLICK action — non-operable,4.1.2 Name Role Value (A) / 2.1.1 Keyboard (A),High,Y
YT1,YouTube,Core,6,Trees,Video ad SeekBar not focusable or accessible during ad playback,2.1.1 Keyboard (A),Low,N
YT1,YouTube,Core,1,Events + User Actions,Search EditText has no accessible label,3.3.2 Labels or Instructions (A) / 4.1.2 Name Role Value (A),Medium,Y
YT1,YouTube,Core,2,Events + User Actions,Sponsored content button on video page has empty label,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,3,Events + User Actions,Focus management failure — focus lands on ProgressBar after intentional autocomplete activation,2.4.3 Focus Order (A),Medium,N
YT1,YouTube,Core,4,Events + User Actions,Pause video live region fires twice after single video open action,4.1.3 Status Messages (AA),Low,N
YT1,YouTube,Core,5,Events + User Actions,Autocomplete suggestions use ViewGroup with no role,4.1.2 Name Role Value (A),Low,N
YT1,YouTube,Core,1,Events + User Actions + Trees,Search EditText has no accessible label,3.3.2 Labels or Instructions (A) / 4.1.2 Name Role Value (A) / 1.3.5 Identify Input Purpose (AA),Medium,Y
YT1,YouTube,Core,2,Events + User Actions + Trees,Sponsored content button on video page has empty label,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,3,Events + User Actions + Trees,Focus management failure — focus lands on ProgressBar then on Navigate up after search results load,2.4.3 Focus Order (A),Medium,N
YT1,YouTube,Core,4,Events + User Actions + Trees,Filter chip containers (Music Mixes AI Algorithms Podcasts) have empty contentDescription,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,5,Events + User Actions + Trees,Active All filter chip does not communicate selected state,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,6,Events + User Actions + Trees,Bottom navigation Home tab selected state not communicated to TalkBack,4.1.2 Name Role Value (A),Medium,N
YT1,YouTube,Core,7,Events + User Actions + Trees,Two identical More options buttons in video player controls,2.4.4 Link Purpose In Context (A),Medium,N
YT1,YouTube,Core,8,Events + User Actions + Trees,Learn more ad button announces as Button but has no CLICK action — non-operable,4.1.2 Name Role Value (A) / 2.1.1 Keyboard (A),High,Y
YT1,YouTube,Core,9,Events + User Actions + Trees,Pause video live region fires twice after single video open action,4.1.3 Status Messages (AA),Low,N
YT1,YouTube,Core,10,Events + User Actions + Trees,Video ad SeekBar not accessible during ad playback,2.1.1 Keyboard (A),Low,N
YT2,YouTube,Stressful,1,Events,"Comment list-item buttons have ""Button"" as their accessible name — role word used as label",4.1.2 Name Role Value (A),High,N
YT2,YouTube,Stressful,2,Events,Snackbar/mealbar message content not announced to TalkBack — only Dismiss button voiced,4.1.3 Status Messages (AA),High,Y
YT2,YouTube,Stressful,3,Events,"""ON"" / ""OFF"" state-change announcement broadcast with no label context or associated element",4.1.2 Name Role Value (A),Medium,N
YT2,YouTube,Stressful,4,Events,Snackbar dismiss causes TalkBack focus to jump from comments area back to Video Player,2.4.3 Focus Order (A),Medium,Y
YT2,YouTube,Stressful,1,Trees,Comment list-item button parent has empty contentDescription — accessible name derived from children only,4.1.2 Name Role Value (A),Medium,N
YT2,YouTube,Stressful,2,Trees,"""time_bar_entry_point_tap_container"" button has empty contentDescription — chapter title used as de-facto label",4.1.2 Name Role Value (A),Medium,N
YT2,YouTube,Stressful,3,Trees,Snackbar message text present in view hierarchy but never surfaced as TalkBack announcement,4.1.3 Status Messages (AA),High,Y
YT2,YouTube,Stressful,4,Trees,Autoplay switch encodes state in contentDescription name rather than stateDescription — causes context-free ON/OFF announcement,4.1.2 Name Role Value (A),Medium,N
YT2,YouTube,Stressful,1,Events + User Actions,"Comment list-item buttons have ""Button"" as their accessible name — confirmed via action-to-event mapping",4.1.2 Name Role Value (A),High,N
YT2,YouTube,Stressful,2,Events + User Actions,Snackbar content not announced — user required repeated Dismiss taps without knowing message content,4.1.3 Status Messages (AA),High,Y
YT2,YouTube,Stressful,3,Events + User Actions,"""ON"" / ""OFF"" announcement without label — triggered by button click during comments navigation",4.1.2 Name Role Value (A),Medium,N
YT2,YouTube,Stressful,4,Events + User Actions,Snackbar dismiss returns TalkBack focus to Video Player — user required additional swipe to return to comments,2.4.3 Focus Order (A),Medium,Y
YT2,YouTube,Stressful,1,Events + User Actions + Trees,"Comment list-item buttons have ""Button"" as accessible name — confirmed in tree hierarchy and all events",4.1.2 Name Role Value (A),High,N
YT2,YouTube,Stressful,2,Events + User Actions + Trees,Snackbar message in view tree never announced — confirmed in tree; delayed announcement only after user dismiss,4.1.3 Status Messages (AA),High,Y
YT2,YouTube,Stressful,3,Events + User Actions + Trees,"""ON"" / ""OFF"" announcement — Autoplay switch state-in-name encoding confirmed in tree",4.1.2 Name Role Value (A),Medium,N
YT2,YouTube,Stressful,4,Events + User Actions + Trees,Focus jumps to Video Player after snackbar dismiss during comments navigation — confirmed across all inputs,2.4.3 Focus Order (A),Medium,Y
YT2,YouTube,Stressful,5,Events + User Actions + Trees,"""time_bar_entry_point_tap_container"" button lacks accessible name — confirmed in all player-visible trees",4.1.2 Name Role Value (A),Low,N
PS1,Play Store,Core,1,Events only,Navigate Up button announces recent search history text instead of its own name,2.5.3 Label in Name (A),Medium,N
PS1,Play Store,Core,2,Events only,Search EditText has no descriptive accessible label,"4.1.2 Name, Role, Value (A)",Medium,N
PS1,Play Store,Core,3,Events only,Standalone Double-tap to activate announcement after Install with no element context,4.1.3 Status Messages (AA),Medium,N
PS1,Play Store,Core,1,Trees only,Search bar secondary action button has no accessible name,"4.1.2 Name, Role, Value (A)",High,N
PS1,Play Store,Core,2,Trees only,App listing card containers have no accessible name on interactive parent,"4.1.2 Name, Role, Value (A)",Medium,N
PS1,Play Store,Core,1,Events + User Actions,Navigate Up button announces recent search history text instead of its own name,2.5.3 Label in Name (A),Medium,N
PS1,Play Store,Core,2,Events + User Actions,Search EditText has no descriptive accessible label,"4.1.2 Name, Role, Value (A)",Medium,N
PS1,Play Store,Core,3,Events + User Actions,Standalone Double-tap to activate announcement after Install with no element context,4.1.3 Status Messages (AA),Medium,N
PS1,Play Store,Core,1,Events + User Actions + Trees,Navigate Up button announces recent search history text instead of its own name,2.5.3 Label in Name (A),Medium,N
PS1,Play Store,Core,2,Events + User Actions + Trees,Search EditText has no descriptive accessible label,"4.1.2 Name, Role, Value (A)",Medium,N
PS1,Play Store,Core,3,Events + User Actions + Trees,Standalone Double-tap to activate announcement after Install with no element context,4.1.3 Status Messages (AA),Medium,N
PS1,Play Store,Core,4,Events + User Actions + Trees,Search bar secondary action button has no accessible name,"4.1.2 Name, Role, Value (A)",High,N
PS1,Play Store,Core,5,Events + User Actions + Trees,App listing card containers have no accessible name on interactive parent,"4.1.2 Name, Role, Value (A)",Medium,N
